COMMUNE;ARM;IRIS;AEMM;AEMMR;AGEMEN8;ANEM;ANEMR;ASCEN;BAIN;BATI;CATIRIS;CATL;CHAU;CHFL;CHOS;CLIM;CMBL;CUIS;DEROU;DIPLM;EAU;EGOUL;ELEC;EMPLM;GARL;HLML;ILETUDM;ILTM;IMMIM;INAIM;INEEM;INP11M;INP16M;INP18M;INP19M;INP24M;INP3M;INP60M;INP65M;INP6M;INP75M;INPAM;INPER;INPER1;INPER2;INPOM;INPSM;IPONDL;MATRM;METRODOM;NBPI;RECHM;REGION;SANI;SANIDOM;SEXEM;STOCD;SURF;TACTM;TPM;TRANSM;TRIRIS;TYPC;TYPL;VOIT;WC
77288;ZZZZZ;772880101;1997;8;25;011;03;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;16;Z;Z;Z;16;1;1;Z;2;2;1;0;1;1;1;1;1;0;0;0;0;0;1;2;1;1;1;1;4,40045999625014;2;M;03;Z;11;2;ZZ;2;22;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;1997;8;40;011;03;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;18;Z;Z;Z;16;1;1;Z;1;1;6;2;0;3;3;2;3;0;0;0;0;0;2;5;3;2;2;3;4,40045999625014;2;M;04;Z;11;2;ZZ;1;22;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;1999;8;55;009;02;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;13;Z;Z;Z;16;1;2;Z;1;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;1,07686053566771;1;M;03;Z;11;2;ZZ;2;10;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;2008;9;25;001;00;1;Z;Z;H;1;Z;1;Z;Z;4;Z;Z;12;Z;Z;Z;15;2;1;Z;1;2;6;0;1;2;2;1;2;0;0;0;0;0;1;3;1;2;1;2;3,69686885561343;1;M;04;Z;11;2;ZZ;2;22;2;11;1;5;770291;3;2;0;Z
77288;ZZZZZ;772880101;2009;9;40;001;00;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;17;Z;Z;Z;16;1;2;Z;3;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;4,46503148935401;1;M;01;Z;11;2;ZZ;2;21;1;11;1;2;770291;3;2;0;Z
77288;ZZZZZ;772880101;0000;0;YY;999;99;1;Z;Z;H;4;Z;2;Z;Z;2;Z;Z;YY;Z;Z;Z;YY;2;1;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3,55551293889478;Y;M;03;Y;11;2;ZZ;Y;00;2;YY;Y;Y;770291;3;2;X;Z
77288;ZZZZZ;772880101;1998;8;25;013;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;02;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;1;2;2;1;2;0;0;0;0;0;1;3;1;2;0;2;3,55552014598123;1;M;02;2;11;2;ZZ;2;22;2;12;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;2004;9;65;007;02;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;1;2;Z;Z;2;1;0;0;0;0;2;0;0;2;2;0;0;0;2;1;1;0;0;3,55552014598123;2;M;06;0;11;2;ZZ;1;10;3;21;Z;Z;770291;1;1;2;Z
77288;ZZZZZ;772880101;2000;9;55;009;02;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;14;Z;Z;Z;16;1;1;Z;3;2;4;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;3,69686885561343;2;M;04;Z;11;2;ZZ;1;22;2;11;1;5;770291;3;2;1;Z
77288;ZZZZZ;772880101;2002;9;25;007;02;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;12;Z;Z;Z;16;2;1;Z;1;1;6;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;3,69686885561343;2;M;04;Z;11;2;ZZ;1;30;2;11;1;1;770291;3;2;1;Z
